X,Y,OBJECTID,ID,STATION,STATIONURL,STA_ID,SYSTEM,SYS_AGENCY,NTDID,LATITUDE,LONGITUDE,UA,UACODE,STATUS,SOURCE,SOURCEDATE,GRD_ELEV,ADDRESS,CITY,STATE,ZIP,STATIONSYS
-71.277096434,42.310375643,2719,1003140,Wellesley Hills,http://www.mbta.com/schedules_and_maps/rail/lines/stations/default.asp?stopId=218&lat=42.310027&lng=-71.276769,Wellesley Hills,MBTA,MASSACHUSETTS BAY TRANSPORTATION AUTHORITY,1003,42.310375643,-71.277096434,"BOSTON, MA-NH-RI",10,OPEN,http://www.mbta.com/rider_tools/developers/default.asp?id=21895,2015/12/01 00:00:00,GROUND,339 WASHINGTON ST,WELLESLEY,MA,02481,Wellesley Hills - MBTA
-71.2940860799999,42.29751279,2720,1003141,Wellesley Square,http://www.mbta.com/schedules_and_maps/rail/lines/stations/default.asp?stopId=219&lat=42.296427&lng=-71.294311,Wellesley Square,MBTA,MASSACHUSETTS BAY TRANSPORTATION AUTHORITY,1003,42.29751279,-71.2940860799999,"BOSTON, MA-NH-RI",10,OPEN,http://www.mbta.com/rider_tools/developers/default.asp?id=21895,2015/12/01 00:00:00,GROUND,1 GROVE ST,WELLESLEY,MA,02482,Wellesley Square - MBTA
-71.391805658,42.283172183,2721,1003142,West Natick,http://www.mbta.com/schedules_and_maps/rail/lines/stations/default.asp?stopId=225&lat=42.281855&lng=-71.390548,West Natick,MBTA,MASSACHUSETTS BAY TRANSPORTATION AUTHORITY,1003,42.283172183,-71.391805658,"BOSTON, MA-NH-RI",10,OPEN,http://www.mbta.com/rider_tools/developers/default.asp?id=21895,2015/12/01 00:00:00,GROUND,249 W CENTRAL ST,NATICK,MA,01760,West Natick - MBTA
-71.2307933,42.3478495700001,2722,1003143,West Newton,http://www.mbta.com/schedules_and_maps/rail/lines/stations/default.asp?stopId=226&lat=42.348599&lng=-71.22901,West Newton,MBTA,MASSACHUSETTS BAY TRANSPORTATION AUTHORITY,1003,42.3478495700001,-71.2307933,"BOSTON, MA-NH-RI",10,OPEN,http://www.mbta.com/rider_tools/developers/default.asp?id=21895,2015/12/01 00:00:00,GROUND,1395 WASHINGTON ST,NEWTON,MA,02465,West Newton - MBTA
-71.64714279,42.2696201100001,2723,1003144,Westborough,http://www.mbta.com/schedules_and_maps/rail/lines/stations/default.asp?stopId=16087&lat=42.269184&lng=-71.652005,Westborough,MBTA,MASSACHUSETTS BAY TRANSPORTATION AUTHORITY,1003,42.2696201100001,-71.64714279,"BOSTON, MA-NH-RI",10,OPEN,http://www.mbta.com/rider_tools/developers/default.asp?id=21895,2015/12/01 00:00:00,GROUND,SMITH PKWY & FISHER ST,WESTBOROUGH,MA,01581,Westborough - MBTA
-71.79486217,42.2609182300001,2724,1003145,Worcester,http://www.mbta.com/schedules_and_maps/rail/lines/stations/default.asp?stopId=237&lat=42.261796&lng=-71.793881,Worcester,MBTA,MASSACHUSETTS BAY TRANSPORTATION AUTHORITY,1003,42.2609182300001,-71.79486217,"BOSTON, MA-NH-RI",10,OPEN,http://www.mbta.com/rider_tools/developers/default.asp?id=21895,2015/12/01 00:00:00,GROUND,2 WASHINGTON SQ,WORCESTER,MA,01604,Worcester - MBTA
-71.10004622,42.3476063300001,2725,1003146,Yawkey,http://www.mbta.com/schedules_and_maps/rail/lines/stations/default.asp?stopId=239&lat=42.346796&lng=-71.098937,Yawkey,MBTA,MASSACHUSETTS BAY TRANSPORTATION AUTHORITY,1003,42.3476063300001,-71.10004622,"BOSTON, MA-NH-RI",10,OPEN,http://www.mbta.com/rider_tools/developers/default.asp?id=21895,2015/12/01 00:00:00,BELOW,85 BROOKLINE AVE,BOSTON,MA,02215,Yawkey - MBTA
-71.1668538289999,42.340093031,2726,1003147,Boston College,http://www.mbta.com/schedules_and_maps/subway/lines/stations/default.asp?stopId=10369,70106,MBTA,MASSACHUSETTS BAY TRANSPORTATION AUTHORITY,1003,42.340093031,-71.1668538289999,"BOSTON, MA-NH-RI",10,OPEN,http://www.mbta.com/rider_tools/developers/default.asp?id=21895,2015/12/01 00:00:00,GROUND,COMMONWEALTH AVENUE AND LAKE STREET,BOSTON,MA,02135,Boston College - MBTA
-71.1572848289999,42.339463031,2727,1003148,South Street,http://www.mbta.com/schedules_and_maps/subway/lines/stations/default.asp?stopId=11202,70110,MBTA,MASSACHUSETTS BAY TRANSPORTATION AUTHORITY,1003,42.339463031,-71.1572848289999,"BOSTON, MA-NH-RI",10,OPEN,http://www.mbta.com/rider_tools/developers/default.asp?id=21895,2015/12/01 00:00:00,GROUND,COMMONWEALTH AVENUE AND SOUTH STREET,BOSTON,MA,02135,South Street - MBTA
-71.1529510789999,42.3382867810001,2728,1003149,Chestnut Hill Avenue,http://www.mbta.com/schedules_and_maps/subway/lines/stations/default.asp?stopId=11187,70112,MBTA,MASSACHUSETTS BAY TRANSPORTATION AUTHORITY,1003,42.3382867810001,-71.1529510789999,"BOSTON, MA-NH-RI",10,OPEN,http://www.mbta.com/rider_tools/developers/default.asp?id=21895,2015/12/01 00:00:00,GROUND,COMMONWEALTH AVENUE AND CHESTNUT HILL AVENUE,BOSTON,MA,02135,Chestnut Hill Avenue - MBTA
-71.1506178289999,42.3408460310001,2729,1003150,Chiswick Road,http://www.mbta.com/schedules_and_maps/subway/lines/stations/default.asp?stopId=11207,70114,MBTA,MASSACHUSETTS BAY TRANSPORTATION AUTHORITY,1003,42.3408460310001,-71.1506178289999,"BOSTON, MA-NH-RI",10,OPEN,http://www.mbta.com/rider_tools/developers/default.asp?id=21895,2015/12/01 00:00:00,GROUND,COMMONWEALTH AVENUE AND CHISWICK ROAD,BOSTON,MA,02135,Chiswick Road - MBTA
-71.1462973289999,42.3415660310001,2730,1003151,Sutherland Road,http://www.mbta.com/schedules_and_maps/subway/lines/stations/default.asp?stopId=11189,70116,MBTA,MASSACHUSETTS BAY TRANSPORTATION AUTHORITY,1003,42.3415660310001,-71.1462973289999,"BOSTON, MA-NH-RI",10,OPEN,http://www.mbta.com/rider_tools/developers/default.asp?id=21895,2015/12/01 00:00:00,GROUND,COMMONWEALTH AVENUE AND SUTHERLAND ROAD,BOSTON,MA,02135,Sutherland Road - MBTA
-71.1426203509999,42.3440692680001,2731,1003152,Washington Street,http://www.mbta.com/schedules_and_maps/subway/lines/stations/default.asp?stopId=11212,70120,MBTA,MASSACHUSETTS BAY TRANSPORTATION AUTHORITY,1003,42.3440692680001,-71.1426203509999,"BOSTON, MA-NH-RI",10,OPEN,http://www.mbta.com/rider_tools/developers/default.asp?id=21895,2015/12/01 00:00:00,GROUND,COMMONWEALTH AVENUE AND WASHINGTON STREET,BOSTON,MA,02135,Washington Street - MBTA
-71.140467829,42.3483270310001,2732,1003153,Warren Street,http://www.mbta.com/schedules_and_maps/subway/lines/stations/default.asp?stopId=11210,70124,MBTA,MASSACHUSETTS BAY TRANSPORTATION AUTHORITY,1003,42.3483270310001,-71.140467829,"BOSTON, MA-NH-RI",10,OPEN,http://www.mbta.com/rider_tools/developers/default.asp?id=21895,2015/12/01 00:00:00,GROUND,COMMONWEALTH AVENUE AND WARREN STREET,BOSTON,MA,02135,Warren Street - MBTA
-71.1379843289999,42.3486865310001,2733,1003154,Allston Street,http://www.mbta.com/schedules_and_maps/subway/lines/stations/default.asp?stopId=11178,70126,MBTA,MASSACHUSETTS BAY TRANSPORTATION AUTHORITY,1003,42.3486865310001,-71.1379843289999,"BOSTON, MA-NH-RI",10,OPEN,http://www.mbta.com/rider_tools/developers/default.asp?id=21895,2015/12/01 00:00:00,GROUND,COMMONWEALTH AVENUE AND ALLSTON STREET,BOSTON,MA,02134,Allston Street - MBTA
-71.134765079,42.3486542810001,2734,1003155,Griggs Street,http://www.mbta.com/schedules_and_maps/subway/lines/stations/default.asp?stopId=11197,70128,MBTA,MASSACHUSETTS BAY TRANSPORTATION AUTHORITY,1003,42.3486542810001,-71.134765079,"BOSTON, MA-NH-RI",10,OPEN,http://www.mbta.com/rider_tools/developers/default.asp?id=21895,2015/12/01 00:00:00,GROUND,COMMONWEALTH AVENUE AND GRIGGS STREET,BOSTON,MA,02134,Griggs Street - MBTA
-71.1314153289999,42.3502355310001,2735,1003156,Harvard Avenue,http://www.mbta.com/schedules_and_maps/subway/lines/stations/default.asp?stopId=11194,70130,MBTA,MASSACHUSETTS BAY TRANSPORTATION AUTHORITY,1003,42.3502355310001,-71.1314153289999,"BOSTON, MA-NH-RI",10,OPEN,http://www.mbta.com/rider_tools/developers/default.asp?id=21895,2015/12/01 00:00:00,GROUND,COMMONWEALTH AVENUE AND HARVARD AVENUE,BOSTON,MA,02134,Harvard Avenue - MBTA
-71.1250888289999,42.3519185310001,2736,1003157,Packards Corner,http://www.mbta.com/schedules_and_maps/subway/lines/stations/default.asp?stopId=11185,70134,MBTA,MASSACHUSETTS BAY TRANSPORTATION AUTHORITY,1003,42.3519185310001,-71.1250888289999,"BOSTON, MA-NH-RI",10,OPEN,http://www.mbta.com/rider_tools/developers/default.asp?id=21895,2015/12/01 00:00:00,GROUND,COMMONWEALTH AVENUE AND BRIGHTON AVENUE,BOSTON,MA,02215,Packards Corner - MBTA
-71.121679329,42.351801531,2737,1003158,Babcock Street,http://www.mbta.com/schedules_and_maps/subway/lines/stations/default.asp?stopId=11180,70136,MBTA,MASSACHUSETTS BAY TRANSPORTATION AUTHORITY,1003,42.351801531,-71.121679329,"BOSTON, MA-NH-RI",10,OPEN,http://www.mbta.com/rider_tools/developers/default.asp?id=21895,2015/12/01 00:00:00,GROUND,"COMMONWEALTH AVENUE AND BABCOCK STREET, BOSTON",BROOKLINE,MA,02215,Babcock Street - MBTA
-71.1188253289999,42.3514505310001,2738,1003159,Pleasant Street,http://www.mbta.com/schedules_and_maps/subway/lines/stations/default.asp?stopId=11201,70138,MBTA,MASSACHUSETTS BAY TRANSPORTATION AUTHORITY,1003,42.3514505310001,-71.1188253289999,"BOSTON, MA-NH-RI",10,OPEN,http://www.mbta.com/rider_tools/developers/default.asp?id=21895,2015/12/01 00:00:00,GROUND,COMMONWEALTH AVENUE AND PLEASANT STREET,BOSTON,MA,02215,Pleasant Street - MBTA
-71.116088329,42.3511375310001,2739,1003160,Saint Paul Street,http://www.mbta.com/schedules_and_maps/subway/lines/stations/default.asp?stopId=11203,70140,MBTA,MASSACHUSETTS BAY TRANSPORTATION AUTHORITY,1003,42.3511375310001,-71.116088329,"BOSTON, MA-NH-RI",10,OPEN,http://www.mbta.com/rider_tools/developers/default.asp?id=21895,2015/12/01 00:00:00,GROUND,COMMONWEALTH AVENUE AND BUICK STREET/ST. PAUL ST.,BOSTON,MA,02215,Saint Paul Street - MBTA
-71.113811329,42.350858031,2740,1003161,Boston Univ West,http://www.mbta.com/schedules_and_maps/subway/lines/stations/default.asp?stopId=10694,70142,MBTA,MASSACHUSETTS BAY TRANSPORTATION AUTHORITY,1003,42.350858031,-71.113811329,"BOSTON, MA-NH-RI",10,OPEN,http://www.mbta.com/rider_tools/developers/default.asp?id=21895,2015/12/01 00:00:00,GROUND,COMMONWEALTH AVENUE NEAR AMORY STREET,BOSTON,MA,02215,Boston Univ West - MBTA
-71.106818829,42.349995031,2741,1003162,Boston Univ Central,http://www.mbta.com/schedules_and_maps/subway/lines/stations/default.asp?stopId=10690,70144,MBTA,MASSACHUSETTS BAY TRANSPORTATION AUTHORITY,1003,42.349995031,-71.106818829,"BOSTON, MA-NH-RI",10,OPEN,http://www.mbta.com/rider_tools/developers/default.asp?id=21895,2015/12/01 00:00:00,GROUND,COMMONWEALTH AVENUE AND MARSH CHAPEL (BU),BOSTON,MA,02215,Boston Univ Central - MBTA
-71.104269829,42.3496960310001,2742,1003163,Boston Univ East,http://www.mbta.com/schedules_and_maps/subway/lines/stations/default.asp?stopId=10693,70146,MBTA,MASSACHUSETTS BAY TRANSPORTATION AUTHORITY,1003,42.3496960310001,-71.104269829,"BOSTON, MA-NH-RI",10,OPEN,http://www.mbta.com/rider_tools/developers/default.asp?id=21895,2015/12/01 00:00:00,GROUND,COMMONWEALTH AVENUE NEAR GRANBY STREET,BOSTON,MA,02215,Boston Univ East - MBTA
-71.1002170789999,42.349216031,2743,1003164,Blandford Street,http://www.mbta.com/schedules_and_maps/subway/lines/stations/default.asp?stopId=11182,70148,MBTA,MASSACHUSETTS BAY TRANSPORTATION AUTHORITY,1003,42.349216031,-71.1002170789999,"BOSTON, MA-NH-RI",10,OPEN,http://www.mbta.com/rider_tools/developers/default.asp?id=21895,2015/12/01 00:00:00,GROUND,COMMONWEALTH AVENUE AND SHERBORN STREET,BOSTON,MA,02215,Blandford Street - MBTA
-71.095402067,42.3488946640001,2744,1003165,Kenmore,http://www.mbta.com/schedules_and_maps/subway/lines/stations/default.asp?stopId=15591,70150,MBTA,MASSACHUSETTS BAY TRANSPORTATION AUTHORITY,1003,42.3488946640001,-71.095402067,"BOSTON, MA-NH-RI",10,OPEN,http://www.mbta.com/rider_tools/developers/default.asp?id=21895,2015/12/01 00:00:00,BELOW,500 COMMONWEALTH AVENUE AT 1 BROOKLINE AVENUE,BOSTON,MA,02215,Kenmore - MBTA
-71.087666669,42.348048195,2745,1003166,Hynes,http://www.mbta.com/schedules_and_maps/subway/lines/stations/default.asp?stopId=15670,70152,MBTA,MASSACHUSETTS BAY TRANSPORTATION AUTHORITY,1003,42.348048195,-71.087666669,"BOSTON, MA-NH-RI",10,OPEN,http://www.mbta.com/rider_tools/developers/default.asp?id=21895,2015/12/01 00:00:00,BELOW,100 MASSACHUSETTS AVENUE AT 360 NEWBURY STREET,BOSTON,MA,02115,Hynes - MBTA
-71.07746321,42.3500033350001,2746,1003167,Copley,http://www.mbta.com/schedules_and_maps/subway/lines/stations/default.asp?stopId=15593,70154,MBTA,MASSACHUSETTS BAY TRANSPORTATION AUTHORITY,1003,42.3500033350001,-71.07746321,"BOSTON, MA-NH-RI",10,OPEN,http://www.mbta.com/rider_tools/developers/default.asp?id=21895,2015/12/01 00:00:00,BELOW,640 BOYLSTON STREET AT 230 DARTMOUTH STREET,BOSTON,MA,02116,Copley - MBTA
-71.0708828699999,42.3518082460001,2747,1003168,Arlington,http://www.mbta.com/schedules_and_maps/subway/lines/stations/default.asp?stopId=15595,70156,MBTA,MASSACHUSETTS BAY TRANSPORTATION AUTHORITY,1003,42.3518082460001,-71.0708828699999,"BOSTON, MA-NH-RI",10,OPEN,http://www.mbta.com/rider_tools/developers/default.asp?id=21895,2015/12/01 00:00:00,BELOW,300 BOYLSTON STREET AT 20 ARLINGTON STREET,BOSTON,MA,02116,Arlington - MBTA
-71.06475275,42.3525468120001,2748,1003169,Boylston,http://www.mbta.com/schedules_and_maps/subway/lines/stations/default.asp?stopId=15596,70158,MBTA,MASSACHUSETTS BAY TRANSPORTATION AUTHORITY,1003,42.3525468120001,-71.06475275,"BOSTON, MA-NH-RI",10,OPEN,http://www.mbta.com/rider_tools/developers/default.asp?id=21895,2015/12/01 00:00:00,BELOW,CORNER OF BOYLSTON STREET AND TREMONT STREET,BOSTON,MA,02111,Boylston - MBTA
-71.0622843789999,42.3563102030001,2749,1003170,Park Street,http://www.mbta.com/schedules_and_maps/subway/lines/stations/default.asp?stopId=15672,70196,MBTA,MASSACHUSETTS BAY TRANSPORTATION AUTHORITY,1003,42.3563102030001,-71.0622843789999,"BOSTON, MA-NH-RI",10,OPEN,http://www.mbta.com/rider_tools/developers/default.asp?id=21895,2015/12/01 00:00:00,BELOW,CORNER OF BOSTON COMMON AT INTERSECTION OF TREMONT,BOSTON,MA,02108,Park Street - MBTA
-71.0579171379999,42.362256003,2750,1003171,Haymarket,http://www.mbta.com/schedules_and_maps/subway/lines/stations/default.asp?stopId=15582,70204,MBTA,MASSACHUSETTS BAY TRANSPORTATION AUTHORITY,1003,42.362256003,-71.0579171379999,"BOSTON, MA-NH-RI",10,OPEN,http://www.mbta.com/rider_tools/developers/default.asp?id=21895,2015/12/01 00:00:00,BELOW,CONGRESS STREET AT NEW SUDBURY STREET,BOSTON,MA,02114,Haymarket - MBTA
-71.06769954,42.366707755,2751,1003172,Science Park,http://www.mbta.com/schedules_and_maps/subway/lines/stations/default.asp?stopId=15585,70208,MBTA,MASSACHUSETTS BAY TRANSPORTATION AUTHORITY,1003,42.366707755,-71.06769954,"BOSTON, MA-NH-RI",10,OPEN,http://www.mbta.com/rider_tools/developers/default.asp?id=21895,2015/12/01 00:00:00,ELEVATED,CHARLES RIVER DAM AT LEVERETT CIRCLE,BOSTON,MA,02114,Science Park - MBTA
-71.077300714,42.371120343,2752,1003173,Lechmere,http://www.mbta.com/schedules_and_maps/subway/lines/stations/default.asp?stopId=15675,70210,MBTA,MASSACHUSETTS BAY TRANSPORTATION AUTHORITY,1003,42.371120343,-71.077300714,"BOSTON, MA-NH-RI",10,OPEN,http://www.mbta.com/rider_tools/developers/default.asp?id=21895,2015/12/01 00:00:00,GROUND,JUNCTION OF CAMBRIDGE STREET AND O'BRIEN HIGHWAY,CAMBRIDGE,MA,02141,Lechmere - MBTA
-71.10730825,42.3459417500001,2753,1003174,Saint Mary Street,http://www.mbta.com/schedules_and_maps/subway/lines/stations/default.asp?stopId=15681,70212,MBTA,MASSACHUSETTS BAY TRANSPORTATION AUTHORITY,1003,42.3459417500001,-71.10730825,"BOSTON, MA-NH-RI",10,OPEN,http://www.mbta.com/rider_tools/developers/default.asp?id=21895,2015/12/01 00:00:00,GROUND,BEACON STREET AND ST. MARY'S STREET,BROOKLINE,MA,02446,Saint Mary Street - MBTA
-71.1111455,42.3448535,2754,1003175,Hawes Street,http://www.mbta.com/schedules_and_maps/subway/lines/stations/default.asp?stopId=15621,70214,MBTA,MASSACHUSETTS BAY TRANSPORTATION AUTHORITY,1003,42.3448535000001,-71.1111455,"BOSTON, MA-NH-RI",10,OPEN,http://www.mbta.com/rider_tools/developers/default.asp?id=21895,2015/12/01 00:00:00,GROUND,BEACON STREET AND HAWES STREET,BROOKLINE,MA,02446,Hawes Street - MBTA
-71.114455,42.343944,2755,1003176,Kent Street,http://www.mbta.com/schedules_and_maps/subway/lines/stations/default.asp?stopId=15623,70216,MBTA,MASSACHUSETTS BAY TRANSPORTATION AUTHORITY,1003,42.3439440000001,-71.114455,"BOSTON, MA-NH-RI",10,OPEN,http://www.mbta.com/rider_tools/developers/default.asp?id=21895,2015/12/01 00:00:00,GROUND,BEACON STREET AND POWELL STREET,BROOKLINE,MA,02446,Kent Street - MBTA
-71.1207625,42.3422135,2756,1003177,Coolidge Corner,http://www.mbta.com/schedules_and_maps/subway/lines/stations/default.asp?stopId=15625,70220,MBTA,MASSACHUSETTS BAY TRANSPORTATION AUTHORITY,1003,42.3422135000001,-71.1207625,"BOSTON, MA-NH-RI",10,OPEN,http://www.mbta.com/rider_tools/developers/default.asp?id=21895,2015/12/01 00:00:00,GROUND,BEACON STREET AND HARVARD STREET,BROOKLINE,MA,02446,Coolidge Corner - MBTA
-71.12583,42.341,2757,1003178,Summit Avenue,http://www.mbta.com/schedules_and_maps/subway/lines/stations/default.asp?stopId=15627,70224,MBTA,MASSACHUSETTS BAY TRANSPORTATION AUTHORITY,1003,42.3410000000001,-71.12583,"BOSTON, MA-NH-RI",10,OPEN,http://www.mbta.com/rider_tools/developers/default.asp?id=21895,2015/12/01 00:00:00,GROUND,BEACON ST AND SUMMIT AVENUE,BROOKLINE,MA,02446,Summit Avenue - MBTA
-71.128713,42.340025,2758,1003179,Brandon Hall,http://www.mbta.com/schedules_and_maps/subway/lines/stations/default.asp?stopId=15629,70226,MBTA,MASSACHUSETTS BAY TRANSPORTATION AUTHORITY,1003,42.340025,-71.1287129999999,"BOSTON, MA-NH-RI",10,OPEN,http://www.mbta.com/rider_tools/developers/default.asp?id=21895,2015/12/01 00:00:00,GROUND,"1477-1485 BEACON STREET, ACROSS FROM BRANDON HALL",BROOKLINE,MA,02446,Brandon Hall - MBTA
-71.1314527499999,42.339614,2759,1003180,Fairbanks Street,http://www.mbta.com/schedules_and_maps/subway/lines/stations/default.asp?stopId=15683,70228,MBTA,MASSACHUSETTS BAY TRANSPORTATION AUTHORITY,1003,42.339614,-71.1314527499999,"BOSTON, MA-NH-RI",10,OPEN,http://www.mbta.com/rider_tools/developers/default.asp?id=21895,2015/12/01 00:00:00,GROUND,BEACON STREET AND FAIRBANKS AVENUE,BROOKLINE,MA,02446,Fairbanks Street - MBTA
-71.1348935,42.339454,2760,1003181,Washington Square,http://www.mbta.com/schedules_and_maps/subway/lines/stations/default.asp?stopId=15655,70230,MBTA,MASSACHUSETTS BAY TRANSPORTATION AUTHORITY,1003,42.339454,-71.1348935,"BOSTON, MA-NH-RI",10,OPEN,http://www.mbta.com/rider_tools/developers/default.asp?id=21895,2015/12/01 00:00:00,GROUND,BEACON STREET AND WASHINGTON STREET,BROOKLINE,MA,02446,Washington Square - MBTA
-71.13877225,42.3384162500001,2761,1003182,Tappan Street,http://www.mbta.com/schedules_and_maps/subway/lines/stations/default.asp?stopId=15633,70232,MBTA,MASSACHUSETTS BAY TRANSPORTATION AUTHORITY,1003,42.3384162500001,-71.13877225,"BOSTON, MA-NH-RI",10,OPEN,http://www.mbta.com/rider_tools/developers/default.asp?id=21895,2015/12/01 00:00:00,GROUND,BEACON STREET AND TAPPAN STREET,BROOKLINE,MA,02445,Tappan Street - MBTA
-71.142196,42.337641,2762,1003183,Dean Road,http://www.mbta.com/schedules_and_maps/subway/lines/stations/default.asp?stopId=15634,70234,MBTA,MASSACHUSETTS BAY TRANSPORTATION AUTHORITY,1003,42.3376410000001,-71.142196,"BOSTON, MA-NH-RI",10,OPEN,http://www.mbta.com/rider_tools/developers/default.asp?id=21895,2015/12/01 00:00:00,GROUND,BEACON STREET AND DEAN ROAD,BROOKLINE,MA,02445,Dean Road - MBTA
-71.14528425,42.33701625,2763,1003184,Englewood Avenue,http://www.mbta.com/schedules_and_maps/subway/lines/stations/default.asp?stopId=15636,70236,MBTA,MASSACHUSETTS BAY TRANSPORTATION AUTHORITY,1003,42.33701625,-71.14528425,"BOSTON, MA-NH-RI",10,OPEN,http://www.mbta.com/rider_tools/developers/default.asp?id=21895,2015/12/01 00:00:00,GROUND,BEACON STREET AND ENGLEWOOD AVENUE,BROOKLINE,MA,02445,Englewood Avenue - MBTA
-71.149186,42.336152,2764,1003185,Cleveland Circle,http://www.mbta.com/schedules_and_maps/subway/lines/stations/default.asp?stopId=15685,70238,MBTA,MASSACHUSETTS BAY TRANSPORTATION AUTHORITY,1003,42.336152,-71.149186,"BOSTON, MA-NH-RI",10,OPEN,http://www.mbta.com/rider_tools/developers/default.asp?id=21895,2015/12/01 00:00:00,GROUND,BEACON STREET AND CHESTNUT HILL AVENUE,BOSTON,MA,02135,Cleveland Circle - MBTA
-71.2522,42.337239,2765,1003186,Riverside,http://www.mbta.com/schedules_and_maps/subway/lines/stations/default.asp?stopId=15598,70160,MBTA,MASSACHUSETTS BAY TRANSPORTATION AUTHORITY,1003,42.3372390000001,-71.2522,"BOSTON, MA-NH-RI",10,OPEN,http://www.mbta.com/rider_tools/developers/default.asp?id=21895,2015/12/01 00:00:00,GROUND,GROVE STREET OFF ROUTE 128,NEWTON,MA,02466,Riverside - MBTA
-71.243793,42.333078,2766,1003187,Woodland,http://www.mbta.com/schedules_and_maps/subway/lines/stations/default.asp?stopId=15676,70162,MBTA,MASSACHUSETTS BAY TRANSPORTATION AUTHORITY,1003,42.3330780000001,-71.243793,"BOSTON, MA-NH-RI",10,OPEN,http://www.mbta.com/rider_tools/developers/default.asp?id=21895,2015/12/01 00:00:00,GROUND,1940 WASHINGTON STREET,NEWTON,MA,02462,Woodland - MBTA
-71.230777,42.325922,2767,1003188,Waban,http://www.mbta.com/schedules_and_maps/subway/lines/stations/default.asp?stopId=15601,70164,MBTA,MASSACHUSETTS BAY TRANSPORTATION AUTHORITY,1003,42.325922,-71.230777,"BOSTON, MA-NH-RI",10,OPEN,http://www.mbta.com/rider_tools/developers/default.asp?id=21895,2015/12/01 00:00:00,GROUND,BEACON STREET AT WABAN SQUARE,NEWTON,MA,02468,Waban - MBTA
-71.216233,42.318797,2768,1003189,Eliot,http://www.mbta.com/schedules_and_maps/subway/lines/stations/default.asp?stopId=15602,70166,MBTA,MASSACHUSETTS BAY TRANSPORTATION AUTHORITY,1003,42.3187970000001,-71.216233,"BOSTON, MA-NH-RI",10,OPEN,http://www.mbta.com/rider_tools/developers/default.asp?id=21895,2015/12/01 00:00:00,GROUND,"ROUTE 9, NEAR CORNER OF WOODWARD STREET",NEWTON,MA,02461,Eliot - MBTA
-71.205486,42.322351,2769,1003190,Newton Highlands,http://www.mbta.com/schedules_and_maps/subway/lines/stations/default.asp?stopId=15604,70168,MBTA,MASSACHUSETTS BAY TRANSPORTATION AUTHORITY,1003,42.322351,-71.205486,"BOSTON, MA-NH-RI",10,OPEN,http://www.mbta.com/rider_tools/developers/default.asp?id=21895,2015/12/01 00:00:00,GROUND,AT LINCOLN AND WALNUT STREETS,NEWTON,MA,02461,Newton Highlands - MBTA
-71.1923965,42.3293722500001,2770,1003191,Newton Centre,http://www.mbta.com/schedules_and_maps/subway/lines/stations/default.asp?stopId=15605,70170,MBTA,MASSACHUSETTS BAY TRANSPORTATION AUTHORITY,1003,42.3293722500001,-71.1923965,"BOSTON, MA-NH-RI",10,OPEN,http://www.mbta.com/rider_tools/developers/default.asp?id=21895,2015/12/01 00:00:00,GROUND,UNION STREET BETWEEN HERRICK STREET AND LANGLEY RD,NEWTON,MA,02459,Newton Centre - MBTA
-71.163943,42.326833,2771,1003192,Chestnut Hill,http://www.mbta.com/schedules_and_maps/subway/lines/stations/default.asp?stopId=15607,70172,MBTA,MASSACHUSETTS BAY TRANSPORTATION AUTHORITY,1003,42.3268330000001,-71.163943,"BOSTON, MA-NH-RI",10,OPEN,http://www.mbta.com/rider_tools/developers/default.asp?id=21895,2015/12/01 00:00:00,GROUND,HAMMOND STREET AND BOYLSTON STREET (ROUTE 9),NEWTON,MA,02467,Chestnut Hill - MBTA
-71.148375,42.335101,2772,1003193,Reservoir,http://www.mbta.com/schedules_and_maps/subway/lines/stations/default.asp?stopId=15609,70174,MBTA,MASSACHUSETTS BAY TRANSPORTATION AUTHORITY,1003,42.3351010000001,-71.148375,"BOSTON, MA-NH-RI",10,OPEN,http://www.mbta.com/rider_tools/developers/default.asp?id=21895,2015/12/01 00:00:00,GROUND,CLEVELAND CIR NEAR CHESTNUT HILL AVE AND BEACON ST,BROOKLINE,MA,02445,Reservoir - MBTA
-71.1403085,42.3356815,2773,1003194,Beaconsfield,http://www.mbta.com/schedules_and_maps/subway/lines/stations/default.asp?stopId=15611,70176,MBTA,MASSACHUSETTS BAY TRANSPORTATION AUTHORITY,1003,42.3356815000001,-71.1403084999999,"BOSTON, MA-NH-RI",10,OPEN,http://www.mbta.com/rider_tools/developers/default.asp?id=21895,2015/12/01 00:00:00,GROUND,OFF DEAN ROAD SOUTH OF BEACON STREET,BROOKLINE,MA,02445,Beaconsfield - MBTA
-71.127003,42.331307,2774,1003195,Brookline Hills,http://www.mbta.com/schedules_and_maps/subway/lines/stations/default.asp?stopId=15679,70178,MBTA,MASSACHUSETTS BAY TRANSPORTATION AUTHORITY,1003,42.331307,-71.1270029999999,"BOSTON, MA-NH-RI",10,OPEN,http://www.mbta.com/rider_tools/developers/default.asp?id=21895,2015/12/01 00:00:00,GROUND,NEXT TO BROOKLINE HS NEAR CYPRESS AND TAPPAN ST,BROOKLINE,MA,02445,Brookline Hills - MBTA
